original_filename,page,file_url,platform_link,col1,col2,col3,col4,col5,col6
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,05 - JAN - 21,07 - JAN - 21,2,UNK
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,05 - JAN - 21,07 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,06 - JAN - 21,09 - JAN - 21,3,BLA
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,07 - JAN - 21,10 - JAN - 21,3,BLA
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,07 - JAN - 21,08 - JAN - 21,1,CAU
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,07 - JAN - 21,12 - JAN - 21,5,CAU
central_ns_correctional_facility_chunk001.pdf,0,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-1.jpeg?expires=1702404553&or=0&s=60e769335c3b8bb456afa3c9dfd1087d,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838e6-98f7-11ee-ad91-323fde01981e,,Alleged or Breached Rule,07 - JAN - 21,11 - JAN - 21,4,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin"
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,20 ( 1 ),Alleged or Breached Rule,07 - JAN - 21,09 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,08 - JAN - 21,09 - JAN - 21,1,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,08 - JAN - 21,11 - JAN - 21,3,BLA
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,08 - JAN - 21,11 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,10 - JAN - 21,14 - JAN - 21,4,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,11 - JAN - 21,12 - JAN - 21,1,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,11 - JAN - 21,14 - JAN - 21,3,OTH
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,11 - JAN - 21,14 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,11 - JAN - 21,12 - JAN - 21,1,UNK
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,11 - JAN - 21,22 - JAN - 21,11,BLA
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,12 - JAN - 21,26 - JAN - 21,14,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,12 - JAN - 21,02 - MAR - 21,49,IND
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,14 - JAN - 21,15 - JAN - 21,1,BLA
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,15 - JAN - 21,20 - JAN - 21,5,OTH
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,15 - JAN - 21,15 - JAN - 21,0,CAU
central_ns_correctional_facility_chunk001.pdf,1,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-2.jpeg?expires=1702404553&or=0&s=2a3104c47839bc3d46f3f753a5bd8f19,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c838fe-98f7-11ee-ad92-323fde01981e,,Alleged or Breached Rule,15 - JAN - 21,17 - JAN - 21,2,IND
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin"
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,20 ( 1 ),Alleged or Breached Rule,15 - JAN - 21,19 - JAN - 21,4,BLA
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,20 - JAN - 21,4,UNK
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,19 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,19 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,19 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,18 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,16 - JAN - 21,18 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,17 - JAN - 21,21 - JAN - 21,4,IND
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,18 - JAN - 21,20 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,18 - JAN - 21,20 - JAN - 21,2,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,18 - JAN - 21,02 - FEB - 21,15,BLA
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,19 - JAN - 21,19 - FEB - 21,31,ARAB
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,19 - JAN - 21,24 - JAN - 21,5,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,20 - JAN - 21,23 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,20 - JAN - 21,23 - JAN - 21,3,CAU
central_ns_correctional_facility_chunk001.pdf,2,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-3.jpeg?expires=1702404553&or=0&s=c8a4b36b525fe803ea785b72decb4075,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83910-98f7-11ee-ad93-323fde01981e,,Alleged or Breached Rule,21 - JAN - 21,22 - JAN - 21,1,CAU
central_ns_correctional_facility_chunk001.pdf,3,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-4.jpeg?expires=1702404553&or=0&s=9a1e077944b915dfe90fadef189031e5,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83926-98f7-11ee-ad94-323fde01981e,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin"
central_ns_correctional_facility_chunk001.pdf,3,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-4.jpeg?expires=1702404553&or=0&s=9a1e077944b915dfe90fadef189031e5,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83926-98f7-11ee-ad94-323fde01981e,20 ( 1 ),Alleged or Breached Rule,21 - JAN - 21,22 - JAN - 21,1,OTH
central_ns_correctional_facility_chunk001.pdf,3,https://nnts.imgix.net/uploadedfiles/7595edae-776d-4b79-a5f3-a04808509313/PredictionImages/0e6ccdcd-1cfe-45f5-95eb-40ef08925c0c-4.jpeg?expires=1702404553&or=0&s=9a1e077944b915dfe90fadef189031e5,https://app.nanonets.com/#/ocr/test/7595edae-776d-4b79-a5f3-a04808509313/57c83926-98f7-11ee-ad94-323fde01981e,,Alleged or Breached Rule,23 - JAN - 21,26 - JAN - 21,3,CAU
