original_filename,page,file_url,platform_link,col1,col2,col3,col4,col5,col6,col7
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,01 - MAR - 21,05 - MAR - 21,4,OTH,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,03 - MAR - 21,04 - MAR - 21,1,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,04 - MAR - 21,05 - MAR - 21,1,IND,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,05 - MAR - 21,07 - MAR - 21,2,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,08 - MAR - 21,09 - MAR - 21,1,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,10 - MAR - 21,13 - MAR - 21,3,IND,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,10 - MAR - 21,10 - MAR - 21,0,IND,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,10 - MAR - 21,12 - MAR - 21,2,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,12 - MAR - 21,13 - MAR - 21,1,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,15 - MAR - 21,16 - MAR - 21,1,CAU,
cape_breton_correctional_facility.pdf,1,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-2.jpeg?expires=1702403557&or=0&s=0ef35f05620e8acdb074a1ea4a72703e,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df53a-7e77-11ee-ad8f-aafb767fc6dd,,Alleged or Breached Rule,21 - MAR - 21,22 - MAR - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin",
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,20 ( 1 ),Alleged or Breached Rule,22 - MAR - 21,26 - MAR - 21,4,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,26 - MAR - 21,28 - MAR - 21,2,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,02 - APR - 21,04 - APR - 21,2,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,07 - APR - 21,10 - APR - 21,3,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,07 - APR - 21,08 - APR - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,07 - APR - 21,08 - APR - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,07 - APR - 21,10 - APR - 21,3,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,09 - APR - 21,10 - APR - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,10 - APR - 21,11 - APR - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,13 - APR - 21,16 - APR - 21,3,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,20 - APR - 21,23 - APR - 21,3,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,23 - APR - 21,25 - APR - 21,2,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,16 - MAY - 21,17 - MAY - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,19 - MAY - 21,24 - MAY - 21,5,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,20 - MAY - 21,21 - MAY - 21,1,CAU,
cape_breton_correctional_facility.pdf,2,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-3.jpeg?expires=1702403557&or=0&s=a9e1e019e2e0f47bbcf971304c2f12f6,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df54d-7e77-11ee-ad90-aafb767fc6dd,,Alleged or Breached Rule,20 - MAY - 21,23 - MAY - 21,3,CAU,
cape_breton_correctional_facility.pdf,3,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-4.jpeg?expires=1702403557&or=0&s=a6905edc55aad1e862aeed87bed13a63,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df564-7e77-11ee-ad91-aafb767fc6dd,"Confinements :
Person CT ID",Confinement Reason,Entry,Exit,Duration,"Ethnic
Origin",
cape_breton_correctional_facility.pdf,3,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-4.jpeg?expires=1702403557&or=0&s=a6905edc55aad1e862aeed87bed13a63,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df564-7e77-11ee-ad91-aafb767fc6dd,20 ( 1 ),Alleged or Breached Rule,05 - JUN - 21,10 - JUN - 21,5,IND,
cape_breton_correctional_facility.pdf,3,https://nnts.imgix.net/uploadedfiles/411a5787-f153-4949-b7d3-37fb7c7bf47b/PredictionImages/c39b2019-51b0-44eb-8f17-2542233b2a43-4.jpeg?expires=1702403557&or=0&s=a6905edc55aad1e862aeed87bed13a63,https://app.nanonets.com/#/ocr/test/411a5787-f153-4949-b7d3-37fb7c7bf47b/a32df564-7e77-11ee-ad91-aafb767fc6dd,,Alleged or Breached Rule,15 - JUN - 21,16 - JUN - 21,1,CAU,
